Sample,Block,Time,Chamber,Fragmentation,position,Date,Total Dry wt,CB Dry wt,thread wt,Thread shoot,Sample Dry wt,Count #,# lg squares,Calothrix-V,Calothrix-H,Nostoc-V,Nostoc-H,Stigonema-V,Stigonema-H,single-cells (spp.),Other,Notes,Counter,Total.cells,Total.h
21C-1.E,2,1,C,1,E,2009-12-31,528.6,60.1,,,528.6,1,9,0,0,0,0,7,2,0,0,,MM,9,2
21C-1.E,2,1,C,1,E,2009-12-31,528.6,60.1,,,528.6,2,100,0,0,0,0,0,0,0,0,,MM,0,0
11A-1.S,1,1,A,1,S,2009-12-31,294.8,23.0,,,294.8,1,9,0,0,16,4,23,4,0,0,,MM,47,8
11A-1.S,1,1,A,1,S,2009-12-31,294.8,23.0,,,294.8,2,9,0,0,4,1,25,4,0,0,,MM,34,5
31C-1.E,3,1,C,1,E,2009-12-31,429.9,40.9,,,429.9,1,9,0,0,11,2,44,7,0,0,,MM,64,9
31C-1.E,3,1,C,1,E,2009-12-31,429.9,40.9,,,429.9,2,9,0,0,0,0,35,1,0,0,,MM,36,1
21C-4.S,2,1,C,4,S,2009-12-31,619.6,67.0,,,619.6,1,9,0,0,0,0,6,0,0,0,Duplicate 21C-4S (2009-09-28),MM,6,0
21C-4.S,2,1,C,4,S,2009-12-31,619.6,67.0,,,619.6,2,9,0,0,0,0,7,1,0,0,Duplicate 21C-4S (2009-09-28),MM,8,1
31A-4.E,3,1,A,4,E,2009-12-31,534.8,41.8,,,534.8,1,9,0,0,0,0,10,1,2,0,,MM,13,1
31A-4.E,3,1,A,4,E,2009-12-31,534.8,41.8,,,534.8,2,100,0,0,0,0,0,0,0,0,,MM,0,0
31A-2.N,3,1,A,2,N,2009-12-31,758.0,63.0,,,758.0,1,9,0,0,13,1,29,2,0,0,,MM,45,3
31A-2.N,3,1,A,2,N,2009-12-31,758.0,63.0,,,758.0,2,9,0,0,11,1,0,0,0,0,,MM,12,1
11C-4.W,1,1,C,4,W,2009-12-31,772.6,68.8,,,772.6,1,9,0,0,13,1,60,4,0,0,not well spread,MM,78,5
11C-4.W,1,1,C,4,W,2009-12-31,772.6,68.8,,,772.6,2,9,0,0,2,1,26,2,0,0,,MM,31,3
31C-3.W,3,1,C,3,W,2009-12-31,371.4,30.6,,,371.4,1,9,0,0,3,3,52,6,6,0,,MM,70,9
31C-3.W,3,1,C,3,W,2009-12-31,371.4,30.6,,,371.4,2,9,0,0,2,1,32,5,2,0,,MM,42,6
31C-4.S,3,1,C,4,S,2009-12-31,453.4,24.1,,,453.4,1,9,0,0,0,0,12,2,0,0,,MM,14,2
31C-4.S,3,1,C,4,S,2009-12-31,453.4,24.1,,,453.4,2,9,0,0,0,0,28,1,0,0,,MM,29,1
21A-4.W,2,1,A,4,W,2009-12-31,743.0,42.6,,,743.0,1,9,0,0,0,0,9,2,1,2,,MM,14,2
21A-4.W,2,1,A,4,W,2009-12-31,743.0,42.6,,,743.0,2,9,0,0,0,0,4,0,3,1,,MM,8,0
31C-2.E,3,1,C,2,E,2009-12-31,671.9,55.8,,,671.9,1,9,0,0,0,0,4,1,0,0,,MM,5,1
31C-2.E,3,1,C,2,E,2009-12-31,671.9,55.8,,,671.9,2,100,0,0,0,0,4,0,1,0,,MM,5,0
21C-2.S,2,1,C,2,S,2009-12-31,791.6,43.1,,,791.6,1,100,0,0,4,2,8,0,0,0,in one area off-grid,MM,14,2
21C-2.S,2,1,C,2,S,2009-12-31,791.6,43.1,,,791.6,2,100,0,0,4,0,16,0,0,0,Stigonema were broken,MM,20,0
31A-1.W,3,1,A,1,W,2009-12-31,499.0,45.5,,,499.0,1,9,0,0,0,0,3,0,2,0,Re-named ID E->W,MM,5,0
31A-1.W,3,1,A,1,W,2009-12-31,499.0,45.5,,,499.0,2,9,0,0,0,0,7,1,1,0,Re-named ID E->W,MM,9,1
21C-4.E,2,1,C,4,E,2009-12-31,705.6,58.4,,,705.6,1,9,0,0,8,1,20,1,1,0,,MM,31,2
21C-4.E,2,1,C,4,E,2009-12-31,705.6,58.4,,,705.6,2,9,0,0,13,2,6,0,2,0,,MM,23,2
-.,,,,,,,,,,,0.0,,,,,,,,,,,,,0,0
82A-1.0,8,2,A,1,0,2010-01-19,520.0,51.9,,,520.0,1,9,0,0,0,0,0,0,2,0,,JAW,2,0
82A-1.0,8,2,A,1,0,2010-01-19,520.0,51.9,,,520.0,2,9,0,0,0,0,0,0,2,0,,JAW,2,0
82A-1.1,8,2,A,1,1,2010-01-19,861.7,46.3,,,861.7,1,9,0,0,0,0,0,0,0,0,fragile labels,JAW,0,0
82A-1.1,8,2,A,1,1,2010-01-19,861.7,46.3,,,861.7,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
82A-2.0,8,2,A,2,0,2010-01-19,932.8,82.4,,,932.8,1,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
82A-2.0,8,2,A,2,0,2010-01-19,932.8,82.4,,,932.8,2,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
82A-2.1,8,2,A,2,1,2010-01-19,750.0,54.0,,,750.0,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
82A-2.1,8,2,A,2,1,2010-01-19,750.0,54.0,,,750.0,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
82A-3.0,8,2,A,3,0,2010-01-19,711.5,78.2,,,711.5,1,9,0,0,18,0,0,0,0,0,"FUNGUS; Nostoc Immature?  Blurry, decomposing?",JAW,18,0
82A-3.0,8,2,A,3,0,2010-01-19,711.5,78.2,,,711.5,2,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
82A-3.1,8,2,A,3,1,2010-01-19,754.2,48.5,,,754.2,1,9,0,0,7,1,0,0,0,1,FUNGUS; Nostoc Immature,JAW,9,1
82A-3.1,8,2,A,3,1,2010-01-19,754.2,48.5,,,754.2,2,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
82A-4.0,8,2,A,4,0,2010-01-19,565.9,51.5,,,565.9,1,9,0,0,4,1,0,0,0,0,FUNGUS,JAW,5,1
82A-4.0,8,2,A,4,0,2010-01-19,565.9,51.5,,,565.9,2,9,0,0,4,2,0,0,0,0,,JAW,6,2
82A-4.1,8,2,A,4,1,2010-01-19,477.5,37.5,,,477.5,1,9,0,0,0,0,0,0,0,0,"FUNGUS, thin + brittle",JAW,0,0
82A-4.1,8,2,A,4,1,2010-01-19,477.5,37.5,,,477.5,2,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
82C-1.0,8,2,C,1,0,2010-01-19,564.2,63.3,,,564.2,1,9,0,0,0,0,5,0,0,0,fungus,JAW,5,0
82C-1.0,8,2,C,1,0,2010-01-19,564.2,63.3,,,564.2,2,9,0,0,0,0,24,1,0,0,fungus.  faint old cells,JAW,25,1
82C-1.1,8,2,C,1,1,2010-01-19,604.8,65.9,,,604.8,1,9,0,0,0,0,14,0,0,0,FUNGUS + dead cells,JAW,14,0
82C-1.1,8,2,C,1,1,2010-01-19,604.8,65.9,,,604.8,2,9,0,0,0,0,32,1,1,0,FUNGUS,JAW,34,1
82C-2.0,8,2,C,2,0,2010-01-20,336.6,36.0,,,336.6,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
82C-2.0,8,2,C,2,0,2010-01-20,336.6,36.0,,,336.6,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
82C-2.1,8,2,C,2,1,2010-01-20,702.7,61.1,,,702.7,1,9,0,0,0,0,20,1,0,0,"FUNGUS, faint",JAW,21,1
82C-2.1,8,2,C,2,1,2010-01-20,702.7,61.1,,,702.7,2,9,0,0,0,0,252,2,0,0,"FUNGUS, faint + fuzzy",JAW,254,2
82C-3.0,8,2,C,3,0,2010-01-20,462.7,42.6,,,462.7,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
82C-3.0,8,2,C,3,0,2010-01-20,462.7,42.6,,,462.7,2,9,0,0,0,0,15,0,0,0,,JAW,15,0
82C-3.1,8,2,C,3,1,2010-01-20,589.0,51.8,,,589.0,1,9,0,0,0,0,60,0,0,0,colony of faint / dead cells,JAW,60,0
82C-3.1,8,2,C,3,1,2010-01-20,589.0,51.8,,,589.0,2,9,0,0,0,0,0,0,1,0,some stigonema off-grid,JAW,1,0
82C-4.0,8,2,C,4,0,2010-01-20,394.5,57.9,,,394.5,1,9,0,0,0,0,30,1,0,0,,JAW,31,1
82C-4.0,8,2,C,4,0,2010-01-20,394.5,57.9,,,394.5,2,9,0,0,0,0,20,2,0,0,,JAW,22,2
82C-4.1,8,2,C,4,1,2010-01-20,478.4,61.0,,,478.4,1,9,0,0,0,0,0,0,0,0,single cell (off-grid),JAW,0,0
82C-4.1,8,2,C,4,1,2010-01-20,478.4,61.0,,,478.4,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
72A-1.0,7,2,A,1,0,2010-01-20,592.8,54.6,,,592.8,1,9,0,0,0,0,23,1,0,0,FUNGUS,JAW,24,1
72A-1.0,7,2,A,1,0,2010-01-20,592.8,54.6,,,592.8,2,9,0,0,0,0,6,0,0,0,FUNGUS,JAW,6,0
72A-1.1,7,2,A,1,1,2010-01-20,641.4,45.1,,,641.4,1,100,0,0,0,0,23,1,0,0,FUNGUS,JAW,24,1
72A-1.1,7,2,A,1,1,2010-01-20,641.4,45.1,,,641.4,2,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
72A-2.0,7,2,A,2,0,2010-01-20,393.1,43.5,,,393.1,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
72A-2.0,7,2,A,2,0,2010-01-20,393.1,43.5,,,393.1,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
72A-2.1,7,2,A,2,1,2010-01-20,408.8,25.0,,,408.8,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
72A-2.1,7,2,A,2,1,2010-01-20,408.8,25.0,,,408.8,2,9,0,0,0,0,0,0,1,0,big bright cell off-grid,JAW,1,0
72A-3.0,7,2,A,3,0,2010-01-20,387.0,57.2,,,387.0,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
72A-3.0,7,2,A,3,0,2010-01-20,387.0,57.2,,,387.0,2,9,0,0,6,1,0,0,0,0,"fungus, small",JAW,7,1
72A-3.1,7,2,A,3,1,2010-01-20,411.5,35.3,,,411.5,1,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
72A-3.1,7,2,A,3,1,2010-01-20,411.5,35.3,,,411.5,2,9,0,0,0,0,0,0,2,0,FUNGUS,JAW,2,0
72A-4.0,7,2,A,4,0,2010-01-20,409.4,60.2,,,409.4,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
72A-4.0,7,2,A,4,0,2010-01-20,409.4,60.2,,,409.4,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
72A-4.1,7,2,A,4,1,2010-01-20,479.9,29.5,,,479.9,1,9,0,0,0,0,2,0,0,0,"FUNGUS, faint",JAW,2,0
72A-4.1,7,2,A,4,1,2010-01-20,479.9,29.5,,,479.9,2,9,0,0,0,0,2,1,0,0,FUNGUS,JAW,3,1
72C-1.0,7,2,C,1,0,2010-01-20,647.8,72.4,,,647.8,1,9,0,0,0,0,1,0,0,0,,JAW,1,0
72C-1.0,7,2,C,1,0,2010-01-20,647.8,72.4,,,647.8,2,9,0,0,0,0,27,2,0,0,"faint, but bright ones off-grid",JAW,29,2
72C-1.1,7,2,C,1,1,2010-01-21,298.2,39.1,,,298.2,1,9,0,0,28,2,760,35,0,0,fungus,JAW,825,37
72C-1.1,7,2,C,1,1,2010-01-21,298.2,39.1,,,298.2,2,5,0,0,0,0,357,8,0,0,"fungus, messy + busy",JAW,365,8
72C-2.0,7,2,C,2,0,2010-01-21,520.7,30.8,,,520.7,1,9,0,0,0,0,14,0,0,0,faint,JAW,14,0
72C-2.0,7,2,C,2,0,2010-01-21,520.7,30.8,,,520.7,2,9,0,0,0,0,0,0,0,0,old cell remains?,JAW,0,0
72C-2.1,7,2,C,2,1,2010-01-21,467.3,68.4,,,467.3,1,9,0,0,0,0,3,0,0,0,messy,JAW,3,0
72C-2.1,7,2,C,2,1,2010-01-21,467.3,68.4,,,467.3,2,9,0,0,0,0,2,0,0,0,?,JAW,2,0
72C-3.0,7,2,C,3,0,2010-01-21,421.2,31.2,,,421.2,1,9,0,0,0,0,72,3,0,0,,JAW,75,3
72C-3.0,7,2,C,3,0,2010-01-21,421.2,31.2,,,421.2,2,9,0,0,0,0,0,0,0,0,more off-grid,JAW,0,0
72C-3.1,7,2,C,3,1,2010-01-21,549.3,43.4,,,549.3,1,5,0,0,0,0,655,27,0,0,FUNGUS,JAW,682,27
72C-3.1,7,2,C,3,1,2010-01-21,549.3,43.4,,,549.3,2,9,0,0,0,0,187,7,0,0,FUNGUS,JAW,194,7
72C-4.0,7,2,C,4,0,2010-01-21,449.5,40.5,,,449.5,1,9,0,0,0,0,15,1,0,0,+ dead cells,JAW,16,1
72C-4.0,7,2,C,4,0,2010-01-21,449.5,40.5,,,449.5,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
72C-4.1,7,2,C,4,1,2010-01-21,300.1,30.4,,,300.1,1,9,0,0,0,0,1,0,0,0,fungus,JAW,1,0
72C-4.1,7,2,C,4,1,2010-01-21,300.1,30.4,,,300.1,2,9,0,0,0,0,0,0,0,0,glowing moss,JAW,0,0
62A-1.0,6,2,A,1,0,2010-01-21,369.8,31.0,,,369.8,1,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
62A-1.0,6,2,A,1,0,2010-01-21,369.8,31.0,,,369.8,2,100,0,0,0,0,27,0,0,0,FUNGUS,JAW,27,0
62A-1.1,6,2,A,1,1,2010-01-21,1024.4,82.0,,,1024.4,1,9,0,0,0,0,0,0,0,0,moldy? (still moist),JAW,0,0
62A-1.1,6,2,A,1,1,2010-01-21,1024.4,82.0,,,1024.4,2,9,0,0,0,0,0,0,1,0,,JAW,1,0
62A-2.0,6,2,A,2,0,2010-01-21,597.0,48.7,,,597.0,1,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
62A-2.0,6,2,A,2,0,2010-01-21,597.0,48.7,,,597.0,2,9,0,0,0,0,6,0,0,0,FUNGUS,JAW,6,0
62A-2.1,6,2,A,2,1,2010-01-25,524.6,55.1,,,524.6,1,9,0,0,0,0,49,7,0,0,FUNGUS,JAW,56,7
62A-2.1,6,2,A,2,1,2010-01-25,524.6,55.1,,,524.6,2,9,0,0,0,0,144,8,0,0,FUNGUS,JAW,152,8
62A-3.0,6,2,A,3,0,2010-01-25,607.6,49.7,,,607.6,1,9,0,0,0,0,12,0,0,0,"fungus, faint",JAW,12,0
62A-3.0,6,2,A,3,0,2010-01-25,607.6,49.7,,,607.6,2,9,0,0,0,0,20,0,0,0,fungus,JAW,20,0
62A-3.1,6,2,A,3,1,2010-01-25,542.2,45.0,,,542.2,1,9,0,0,0,0,0,0,0,0,some stigonema off-grid?,JAW,0,0
62A-3.1,6,2,A,3,1,2010-01-25,542.2,45.0,,,542.2,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
62A-4.0,6,2,A,4,0,2010-01-25,455.3,38.7,,,455.3,1,9,0,0,0,0,2,0,0,0,FUNGUS,JAW,2,0
62A-4.0,6,2,A,4,0,2010-01-25,455.3,38.7,,,455.3,2,9,0,0,0,0,3,0,0,0,FUNGUS,JAW,3,0
62A-4.1,6,2,A,4,1,2010-01-25,678.0,49.8,,,678.0,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
62A-4.1,6,2,A,4,1,2010-01-25,678.0,49.8,,,678.0,2,9,0,0,0,0,11,0,0,0,"fungus, more off-grid",JAW,11,0
62C-1.0,6,2,C,1,0,2010-01-25,541.9,37.4,,,541.9,1,100,0,0,0,0,13,1,1,0,fungus,JAW,15,1
62C-1.0,6,2,C,1,0,2010-01-25,541.9,37.4,,,541.9,2,9,0,0,0,0,3,0,0,0,fungus,JAW,3,0
62C-1.1,6,2,C,1,1,2010-01-25,528.0,42.7,,,528.0,1,9,0,0,0,0,1,0,0,0,FUNGUS,JAW,1,0
62C-1.1,6,2,C,1,1,2010-01-25,528.0,42.7,,,528.0,2,9,0,0,0,0,0,0,0,0,FUNGUS,JAW,0,0
62C-2.0,6,2,C,2,0,2010-01-25,410.1,33.9,,,410.1,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
62C-2.0,6,2,C,2,0,2010-01-25,410.1,33.9,,,410.1,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
62C-2.1,6,2,C,2,1,2010-01-25,1100.0,90.0,,,1100.0,1,9,0,0,0,0,0,0,0,0,FUNGUS + moist,JAW,0,0
62C-2.1,6,2,C,2,1,2010-01-25,1100.0,90.0,,,1100.0,2,9,0,0,0,0,0,0,0,0,FUNGUS + moist,JAW,0,0
62C-3.0,6,2,C,3,0,2010-01-25,462.0,39.3,,,462.0,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
62C-3.0,6,2,C,3,0,2010-01-25,462.0,39.3,,,462.0,2,100,0,0,0,0,0,0,0,0,Dead Stigonema?,JAW,0,0
62C-3.1,6,2,C,3,1,2010-01-25,526.0,64.5,,,526.0,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
62C-3.1,6,2,C,3,1,2010-01-25,526.0,64.5,,,526.0,2,100,0,0,0,0,0,0,0,0,,JAW,0,0
62C-4.0,6,2,C,4,0,2010-01-25,832.5,43.9,,,832.5,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
62C-4.0,6,2,C,4,0,2010-01-25,832.5,43.9,,,832.5,2,9,0,0,0,0,5,0,0,0,"fungus, irregular",JAW,5,0
62C-4.1,6,2,C,4,1,2010-01-25,586.2,57.8,,,586.2,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
62C-4.1,6,2,C,4,1,2010-01-25,586.2,57.8,,,586.2,2,9,0,0,0,0,0,0,0,0,glowing moss fragments,JAW,0,0
52A-1.0,5,2,A,1,0,2010-01-25,927.8,73.0,,,927.8,1,9,0,0,0,0,0,0,0,0,"FUNGUS (fuzzy), stigonema off-grid",JAW,0,0
52A-1.0,5,2,A,1,0,2010-01-25,927.8,73.0,,,927.8,2,9,0,0,23,1,0,0,0,0,"FUNGUS (fuzzy), Immature Nostoc",JAW,24,1
52A-1.1,5,2,A,1,1,2010-01-25,828.6,86.8,,,828.6,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
52A-1.1,5,2,A,1,1,2010-01-25,828.6,86.8,,,828.6,2,100,0,0,2,1,0,0,0,0,"fungus, glowing moss + other fragments",JAW,3,1
52A-2.0,5,2,A,2,0,2010-01-26,654.2,94.6,,,654.2,1,9,0,0,0,0,29,4,0,0,faint (some immature,JAW,33,4
52A-2.0,5,2,A,2,0,2010-01-26,654.2,94.6,,,654.2,2,9,0,0,0,0,4,0,0,0,,JAW,4,0
52A-2.1,5,2,A,2,1,2010-01-26,622.2,56.7,,,622.2,1,9,0,0,0,0,0,0,1,0,fungus,JAW,1,0
52A-2.1,5,2,A,2,1,2010-01-26,622.2,56.7,,,622.2,2,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
52A-3.0,5,2,A,3,0,2010-01-26,876.7,50.9,,,876.7,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
52A-3.0,5,2,A,3,0,2010-01-26,876.7,50.9,,,876.7,2,100,0,0,0,0,0,0,0,0,,JAW,0,0
52A-3.1,5,2,A,3,1,2010-01-26,1019.2,75.6,,,1019.2,1,9,0,0,0,0,22,1,0,0,FUNGUS,JAW,23,1
52A-3.1,5,2,A,3,1,2010-01-26,19.2,75.6,,,19.2,2,9,0,0,0,0,17,2,0,0,FUNGUS,JAW,19,2
52A-4.0,5,2,A,4,0,2010-01-26,815.8,58.9,,,815.8,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
52A-4.0,5,2,A,4,0,2010-01-26,815.8,58.9,,,815.8,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
52A-4.1,5,2,A,4,1,2010-01-26,842.1,35.9,,,842.1,1,100,0,0,90,2,35,0,0,0,"fungus; off-grid, Immature Nostoc",JAW,127,2
52A-4.1,5,2,A,4,1,2010-01-26,842.1,35.9,,,842.1,2,9,0,0,46,2,0,0,0,0,fungus; Immature Nostoc,JAW,48,2
52C-1.0,5,2,C,1,0,2010-01-26,609.9,50.2,,,609.9,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
52C-1.0,5,2,C,1,0,2010-01-26,609.9,50.2,,,609.9,2,9,0,0,0,0,51,3,0,0,,JAW,54,3
52C-1.1,5,2,C,1,1,2010-01-26,674.7,44.4,,,674.7,1,9,0,0,0,0,208,7,0,0,,JAW,215,7
52C-1.1,5,2,C,1,1,2010-01-26,674.7,44.4,,,674.7,2,9,0,0,0,0,69,2,0,0,,JAW,71,2
52C-2.0,5,2,C,2,0,2010-01-26,539.1,41.4,,,539.1,1,9,0,0,0,0,170,5,0,0,"faint, blurry",JAW,175,5
52C-2.0,5,2,C,2,0,2010-01-26,539.1,41.4,,,539.1,2,9,0,0,0,0,250,6,0,0,"faint, blurry (cloudy) cells",JAW,256,6
52C-2.1,5,2,C,2,1,2010-01-26,429.1,28.5,,,429.1,1,9,0,0,0,0,17,0,0,0,more (brighter) off-grid,JAW,17,0
52C-2.1,5,2,C,2,1,2010-01-26,429.1,28.5,,,429.1,2,9,0,0,0,0,18,1,0,1,,JAW,20,1
52C-3.0,5,2,C,3,0,2010-01-26,687.3,63.8,,,687.3,1,9,0,0,0,0,278,3,0,0,faint + messy,JAW,281,3
52C-3.0,5,2,C,3,0,2010-01-26,687.3,63.8,,,687.3,2,9,0,0,0,0,156,1,0,0,,JAW,157,1
52C-3.1,5,2,C,3,1,2010-01-26,279.5,29.0,,,279.5,1,9,0,0,0,0,0,0,0,0,grape-like clusters of cells?,JAW,0,0
52C-3.1,5,2,C,3,1,2010-01-26,279.5,29.0,,,279.5,2,9,0,0,0,0,127,0,0,0,"grape-like clusters of cells?  Immature Nostoc, dead mature cells ",JAW,127,0
52C-4.0,5,2,C,4,0,2010-01-26,430.0,31.4,,,430.0,1,9,0,0,0,0,0,0,0,0,mostly empty,JAW,0,0
52C-4.0,5,2,C,4,0,2010-01-26,430.0,31.4,,,430.0,2,100,0,0,41,3,0,0,0,0,Immature Nostoc,JAW,44,3
52C-4.1,5,2,C,4,1,2010-01-26,291.4,37.6,,,291.4,1,9,0,0,0,0,8,0,0,0,,JAW,8,0
52C-4.1,5,2,C,4,1,2010-01-26,291.4,37.6,,,291.4,2,9,0,0,0,0,8,1,0,0,,JAW,9,1
42A-1.0,4,2,A,1,0,2010-01-26,511.0,46.0,,,511.0,1,9,0,0,0,0,3,0,0,0,"FUNGUS, amorphous",JAW,3,0
42A-1.0,4,2,A,1,0,2010-01-26,511.0,46.0,,,511.0,2,100,0,0,0,0,72,5,0,0,"FUNGUS, off-grid.  *Last sample prior to surgery*",JAW,77,5
42A-1.1,4,2,A,1,1,2010-02-23,623.8,42.2,,,623.8,1,9,0,0,146,6,0,0,0,0,Immature Nostoc?  Circular colonies.  *First Sample following surgery*,JAW,152,6
42A-1.1,4,2,A,1,1,2010-02-23,623.8,42.2,,,623.8,2,9,0,0,123,1,0,0,0,0,Pleurocapsa?  Dermocarpa?,JAW,124,1
42A-2.0,4,2,A,2,0,2010-02-23,368.5,56.8,,,368.5,1,9,0,0,0,0,0,0,1,0,globules?,JAW,1,0
42A-2.0,4,2,A,2,0,2010-02-23,368.5,56.8,,,368.5,2,9,0,0,0,0,0,0,0,0,dead Stigonema colonies,JAW,0,0
42A-2.1,4,2,A,2,1,2010-02-23,481.0,58.5,,,481.0,1,100,0,0,0,0,0,0,1,0,,JAW,1,0
42A-2.1,4,2,A,2,1,2010-02-23,481.0,58.5,,,481.0,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
42A-3.0,4,2,A,3,0,2010-02-23,441.1,41.5,,,441.1,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
42A-3.0,4,2,A,3,0,2010-02-23,441.1,41.5,,,441.1,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
42A-3.1,4,2,A,3,1,2010-02-23,589.7,76.8,,,589.7,1,9,0,0,0,0,78,2,0,0,fungus,JAW,80,2
42A-3.1,4,2,A,3,1,2010-02-23,589.7,76.8,,,589.7,2,9,0,0,0,0,95,4,0,0,fungus,JAW,99,4
42A-4.0,4,2,A,4,0,2010-02-23,387.7,28.6,,,387.7,1,100,0,0,0,0,0,0,1,0,,JAW,1,0
42A-4.0,4,2,A,4,0,2010-02-23,387.7,28.6,,,387.7,2,100,0,0,0,0,0,0,0,0,,JAW,0,0
42A-4.1,4,2,A,4,1,2010-02-23,412.1,32.5,,,412.1,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
42A-4.1,4,2,A,4,1,2010-02-23,412.1,32.5,,,412.1,2,100,0,0,0,0,0,0,0,0,fungus,JAW,0,0
42C-1.0,4,2,C,1,0,2010-02-23,544.1,43.2,,,544.1,1,9,0,0,0,0,141,4,0,0,faint,JAW,145,4
42C-1.0,4,2,C,1,0,2010-02-23,544.1,43.2,,,544.1,2,9,0,0,0,0,179,2,0,0,,JAW,181,2
42C-1.1,4,2,C,1,1,2010-02-23,548.6,64.7,,,548.6,1,9,0,0,0,0,0,0,0,0,"globules, Stigonema too faint to count?",JAW,0,0
42C-1.1,4,2,C,1,1,2010-02-23,548.6,64.7,,,548.6,2,9,0,0,0,0,80,6,0,0,FAINT,JAW,86,6
42C-2.0,4,2,C,2,0,2010-02-23,422.2,50.5,,,422.2,1,9,0,0,0,0,161,9,0,0,faint,JAW,170,9
42C-2.0,4,2,C,2,0,2010-02-23,422.2,50.5,,,422.2,2,9,0,0,0,0,117,2,0,0,,JAW,119,2
42C-2.1,4,2,C,2,1,2010-02-26,395.3,33.9,,,395.3,1,9,0,0,23,0,424,28,1,0,"some fungus, bright Nostoc, faint Stigonema",JAW,476,28
42C-2.1,4,2,C,2,1,2010-02-26,395.3,33.9,,,395.3,2,9,0,0,0,0,198,14,0,0,"some fungus, some faint Stigonema",JAW,212,14
42C-3.0,4,2,C,3,0,2010-02-26,652.7,37.6,,,652.7,1,100,0,0,0,0,0,0,0,0,,JAW,0,0
42C-3.0,4,2,C,3,0,2010-02-26,652.7,37.6,,,652.7,2,100,0,0,12,2,0,0,0,0,,JAW,14,2
42C-3.1,4,2,C,3,1,2010-02-26,383.5,30.9,,,383.5,1,9,0,0,0,0,12,0,0,0,FAINT,JAW,12,0
42C-3.1,4,2,C,3,1,2010-02-26,383.5,30.9,,,383.5,2,9,0,0,0,0,6,0,0,0,,JAW,6,0
42C-4.0,4,2,C,4,0,2010-02-26,546.4,49.7,,,546.4,1,9,0,0,0,0,412,15,0,0,"Shoots only 5 cm long.  More Nostoc, too faint.  Bright Stigonema",JAW,427,15
42C-4.0,4,2,C,4,0,2010-02-26,546.4,49.7,,,546.4,2,9,0,0,0,0,327,12,0,0,Shoots only 5 cm long.  ,JAW,339,12
42C-4.1,4,2,C,4,1,2010-02-26,637.7,58.1,,,637.7,1,9,0,0,5,1,124,7,1,0,fungus,JAW,138,8
42C-4.1,4,2,C,4,1,2010-02-26,637.7,58.1,,,637.7,2,9,0,0,76,1,173,0,0,0,fungus,JAW,250,1
32A-1.0,3,2,A,1,0,2010-02-26,193.3,20.2,,,193.3,1,9,0,0,0,0,0,0,0,0,too faint?,JAW,0,0
32A-1.0,3,2,A,1,0,2010-02-26,193.3,20.2,,,193.3,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
32A-1.1,3,2,A,1,1,2010-02-26,300.8,29.1,,,300.8,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
