Treatment,Block,t-point,Warming,Frag,pos,tin,Total WET,Total DRY,wwt,dwt,%H2O,Moisture Contents,Notes
74A-3.0,7,4,A,3,0,164.65,227.70,179.28,63.05,14.63,330.96
74A-3.1,7,4,A,3,1,165.81,242.11,181.36,76.30,15.55,390.68
74A-3.S,7,4,A,3,S,167.34,245.74,183.39,78.40,16.05,388.47
74A-3.W,7,4,A,3,W,166.61,221.21,178.08,54.60,11.47,376.02
74A-4.0,7,4,A,4,0,166.42,256.04,181.26,89.62,14.84,503.91
74A-4.1,7,4,A,4,1,165.79,217.40,176.93,51.61,11.14,363.29
74A-4.N,7,4,A,4,N,166.03,242.86,179.67,76.83,13.64,463.27
74A-4.W,7,4,A,4,W,166.28,224.56,179.48,58.28,13.20,341.52
74B-1.0,7,4,B,1,0,167.83,261.69,186.23,93.86,18.40,410.11
74B-1.1,7,4,B,1,1,165.55,235.51,180.46,69.96,14.91,369.22
74B-1.S,7,4,B,1,S,166.95,265.26,186.49,98.31,19.54,403.12
74B-1.W,7,4,B,1,W,168.98,253.33,184.49,84.35,15.51,443.84
74B-2.0,7,4,B,2,0,164.56,193.23,176.40,28.67,11.84,142.15
74B-2.1,7,4,B,2,1,167.55,250.82,185.20,83.27,17.65,371.78
74B-2.N,7,4,B,2,N,164.77,212.70,178.82,47.93,14.05,241.14
74B-2.W,7,4,B,2,W,164.66,225.59,182.41,60.93,17.75,243.27
74B-3.0,7,4,B,3,0,168.19,234.29,182.95,66.10,14.76,347.83
74B-3.1,7,4,B,3,1,166.33,244.30,180.22,77.97,13.89,461.34
74B-3.S,7,4,B,3,S,165.90,218.47,178.67,52.57,12.77,311.67
74B-3.E,7,4,B,3,E,167.70,209.93,185.06,42.23,17.36,143.26
74B-4.0,7,4,B,4,0,166.59,294.48,190.90,127.89,24.31,425.99
74B-4.1,7,4,B,4,1,166.80,248.52,185.29,81.72,18.49,341.97
74B-4.N,7,4,B,4,N,164.60,232.08,179.25,67.48,14.65,360.61
74B-4.E,7,4,B,4,E,165.26,235.22,182.31,69.96,17.05,310.32
74C-1.0,7,4,C,1,0,167.36,286.88,187.43,119.52,20.07,495.52
74C-1.1,7,4,C,1,1,165.85,308.00,185.07,142.15,19.22,639.59
74C-1.S,7,4,C,1,S,164.70,292.99,184.75,128.29,20.05,539.85
74C-1.W,7,4,C,1,W,166.47,277.67,184.62,111.20,18.15,512.67
74C-2.0,7,4,C,2,0,166.26,193.30,181.11,27.04,14.85,82.09
74C-2.1,7,4,C,2,1,166.60,246.04,181.44,79.44,14.84,435.31
74C-2.N,7,4,C,2,N,165.04,248.68,183.16,83.64,18.12,361.59
74C-2.W,7,4,C,2,W,164.38,217.27,178.10,52.89,13.72,285.50
