Treatment,Block,t-point,Warming,Frag,pos,tin,tin+moss_wwt,tin+moss_dwt,wwt,dwt,%H2O,Moisture Contents,Notes
11A-1-E,1,1,A,1,E,166.73,332.24,188.22,165.51,21.49,670.17,,
11A-1-I,1,1,A,1,I,166.37,286.46,181.06,120.09,14.69,717.49,,
11A-1-O,1,1,A,1,O,166.24,312.32,184.58,146.08,18.34,696.51,,
11A-1-S,1,1,A,1,S,164.51,307.89,182.20,143.38,17.69,710.51,,
11A-2-I,1,1,A,2,I,166.34,268.10,183.84,101.76,17.50,481.49,,
11A-2-O,1,1,A,2,O,166.06,208.33,174.62,42.27,8.56,393.81,,
11A-2-S,1,1,A,2,S,166.76,213.90,175.58,47.14,8.82,434.47,,
11A-2-W,1,1,A,2,W,168.19,273.00,186.49,104.81,18.30,472.73,,
11A-3-I,1,1,A,3,I,169.11,299.60,192.50,130.49,23.39,457.89,,
11A-3-N,1,1,A,3,N,166.57,271.27,186.84,104.70,20.27,416.53,,
11A-3-O,1,1,A,3,O,164.80,297.52,192.45,132.72,27.65,380.00,,
11A-3-W,1,1,A,3,W,166.60,265.57,187.81,98.97,21.21,366.62,,
11A-4-I,1,1,A,4,I,167.70,281.45,185.56,113.75,17.86,536.90,,
11A-4-N,1,1,A,4,N,166.57,260.82,182.81,94.25,16.24,480.36,,
11A-4-O,1,1,A,4,O,166.85,258.81,182.20,91.96,15.35,499.09,,
11A-4-E,1,1,A,4,E,164.66,228.35,177.22,63.69,12.56,407.09
11B-1-I,1,1,B,1,I,165.55,277.40,187.65,111.85,22.10,406.11
11B-1-O,1,1,B,1,O,165.78,280.73,196.11,114.95,30.33,279.00
11B-1-S,1,1,B,1,S,166.60,259.15,183.04,92.55,16.44,462.96
11B-1-W,1,1,B,1,W,164.33,263.67,187.21,99.34,22.88,334.18
11B-2-E,1,1,B,2,E,166.49,223.34,179.77,56.85,13.28,328.09
11B-2-I,1,1,B,2,I,165.82,250.98,183.37,85.16,17.55,385.24
11B-2-O,1,1,B,2,O,167.83,252.37,187.13,84.54,19.30,338.03
11B-2-S,1,1,B,2,S,165.01,213.85,175.36,48.84,10.35,371.88
11B-3-I,1,1,B,3,I,164.71,233.79,180.96,69.08,16.25,325.11
11B-3-N,1,1,B,3,N,166.56,232.05,184.36,65.49,17.80,267.92
11B-3-O,1,1,B,3,O,166.42,205.52,178.50,39.10,12.08,223.68
11B-3-W,1,1,B,3,W,165.14,221.74,180.83,56.60,15.69,260.74
11B-4-E,1,1,B,4,E,167.84,217.81,180.28,49.97,12.44,301.69
11B-4-I,1,1,B,4,I,164.83,237.73,182.65,72.90,17.82,309.09
11B-4-N,1,1,B,4,N,166.42,263.76,181.98,97.34,15.56,525.58
11B-4-O,1,1,B,4,O,167.01,232.26,184.00,65.25,16.99,284.05
11C-1-I,1,1,C,1,I,167.54,193.53,184.75,25.99,17.21,51.02
11C-1-N,1,1,C,1,N,167.71,185.70,183.37,17.99,15.66,14.88
11C-1-O,1,1,C,1,O,166.63,182.79,180.80,16.16,14.17,14.04
11C-1-W,1,1,C,1,W,165.96,192.89,182.37,26.93,16.41,64.11
11C-2-E,1,1,C,2,E,166.48,210.02,180.04,43.54,13.56,221.09
11C-2-I,1,1,C,2,I,168.96,236.49,181.56,67.53,12.60,435.95
11C-2-O,1,1,C,2,O,166.74,258.49,183.93,91.75,17.19,433.74
11C-2-S,1,1,C,2,S,166.45,258.82,183.22,92.37,16.77,450.81
11C-3-E,1,1,C,3,E,167.97,183.43,182.04,15.46,14.07,9.88
11C-3-I,1,1,C,3,I,165.68,184.22,177.97,18.54,12.29,50.85
11C-3-N,1,1,C,3,N,164.67,179.90,178.09,15.23,13.42,13.49
11C-3-O,1,1,C,3,O,165.90,182.19,179.66,16.29,13.76,18.39
11C-4-I,1,1,C,4,I,168.32,249.31,183.17,80.99,14.85,445.39
11C-4-O,1,1,C,4,O,166.58,285.53,188.00,118.95,21.42,455.32
11C-4-S,1,1,C,4,S,165.93,255.32,181.40,89.39,15.47,477.83
11C-4-W,1,1,C,4,W,164.90,258.18,179.93,93.28,15.03,520.63
21A-1-E,2,1,A,1,E,166.15,294.70,190.75,128.55,24.60,422.56
21A-1-I,2,1,A,1,I,164.73,304.99,192.43,140.26,27.70,406.35
21A-1-O,2,1,A,1,O,166.75,317.13,191.93,150.38,25.18,497.22
21A-1-S,2,1,A,1,S,165.41,283.33,185.08,117.92,19.67,499.49
21A-2-E,2,1,A,2,E,165.97,282.37,190.38,116.40,24.41,376.85
21A-2-I,2,1,A,2,I,167.50,253.26,184.96,85.76,17.46,391.18
21A-2-N,2,1,A,2,N,166.76,271.81,191.79,105.05,25.03,319.70
21A-2-O,2,1,A,2,O,167.09,273.71,195.19,106.62,28.10,279.43
21A-3-I,2,1,A,3,I,167.48,245.17,182.24,77.69,14.76,426.36
21A-3-N,2,1,A,3,N,166.24,266.01,187.07,99.77,20.83,378.97
