Treatment,Block,t-point,Warming,Frag,pos,tin,tin+moss_wwt,tin+moss_dwt,wwt,dwt,%H2O,Moisture Contents,Notes
72B-1-E,7,2,B,1,E,167.88,289.83,182.27,121.95,14.39,747.46,88.200
72B-1-I,7,2,B,1,I,169.02,373.51,198.54,204.49,29.52,592.72,85.564
72B-1-O,7,2,B,1,O,166.09,367.22,189.36,201.13,23.27,764.33,88.430
72B-1-N,7,2,B,1,N,166.65,355.77,185.98,189.12,19.33,878.38,89.779
72B-2-I,7,2,B,2,I,164.65,282.27,179.45,117.62,14.8,694.73,87.417
72B-2-S,7,2,B,2,S,165.86,234.40,178.76,68.54,12.9,431.32,81.179
72B-2-O,7,2,B,2,O,165.61,244.98,177.92,79.37,12.31,544.76,84.490
72B-2-E,7,2,B,2,E,166.48,268.07,184.35,101.59,17.87,468.49,82.410
72B-3-I,7,2,B,3,I,164.80,269.45,178.04,104.65,13.24,690.41,87.348
72B-3-O,7,2,B,3,O,166.63,235.05,177.31,68.42,10.68,540.64,84.391
72B-3-S,7,2,B,3,S,167.76,247.98,179.28,80.22,11.52,596.35,85.639
72B-3-W,7,2,B,3,W,168.25,272.76,181.18,104.51,12.93,708.28,87.628
72B-4-W,7,2,B,4,W,164.67,267.41,177.70,102.74,13.03,688.49,87.318
72B-4-I,7,2,B,4,I,166.37,281.51,180.38,115.14,14.01,721.84,87.832
72B-4-N,7,2,B,4,N,166.90,286.74,182.90,119.84,16,649.00,86.649
72B-4-O,7,2,B,4,O,165.94,319.08,183.60,153.14,17.66,767.16,88.468
72C-1-I,7,2,C,1,I,166.48,271.05,180.99,104.57,14.51,620.68,86.124
72C-1-O,7,2,C,1,O,166.34,210.46,179.17,44.12,12.83,243.88,70.920
72C-1-N,7,2,C,1,N,164.99,232.68,177.08,67.69,12.09,459.88,82.139
72C-1-W,7,2,C,1,W,166.60,244.77,179.54,78.17,12.94,504.10,83.446
72C-2-E,7,2,C,2,E,167.07,256.66,180.67,89.59,13.6,558.75,84.820
72C-2-I,7,2,C,2,I,166.59,253.65,179.17,87.06,12.58,592.05,85.550
72C-2-N,7,2,C,2,N,164.34,264.63,182.30,100.29,17.96,458.41,82.092
72C-2-O,7,2,C,2,O,164.62,218.30,181.78,53.68,17.16,212.82,68.033
72C-3-W,7,2,C,3,W,166.28,199.54,175.82,33.26,9.54,248.64,71.317
72C-3-I,7,2,C,3,I,165.78,231.63,178.19,65.85,12.41,430.62,81.154
72C-3-O,7,2,C,3,O,167.31,185.36,176.83,18.05,9.52,89.60,47.258
72C-3-S,7,2,C,3,S,166.49,243.63,178.90,77.14,12.41,521.60,83.912
72C-4-I,7,2,C,4,I,165.52,254.21,175.99,88.69,10.47,747.09,88.195
72C-4-S,7,2,C,4,S,169.01,261.58,181.08,92.57,12.07,666.94,86.961
72C-4-O,7,2,C,4,O,165.28,247.91,178.67,82.63,13.39,517.10,83.795
72C-4-E,7,2,C,4,E,164.56,264.09,176.73,99.53,12.17,717.83,87.773
82A-1-I,8,2,A,1,I,167.83,336.76,193.07,168.93,25.24,569.29,85.059
82A-1-O,8,2,A,1,O,167.57,327.67,198.47,160.1,30.9,418.12,80.700
82A-1-N,8,2,A,1,N,166.04,267.65,183.43,101.61,17.39,484.30,82.886
82A-1-E,8,2,A,1,E,166.58,291.94,187.06,125.36,20.48,512.11,83.663
82A-2-E,8,2,A,2,E,168.21,273.64,190.99,105.43,22.78,362.82,78.393
82A-2-I,8,2,A,2,I,164.74,283.65,186.52,118.91,21.78,445.96,81.684
82A-2-S,8,2,A,2,S,166.84,266.25,183.44,99.41,16.6,498.86,83.301
82A-2-O,8,2,A,2,O,166.98,288.24,191.33,121.26,24.35,397.99,79.919
82A-3-W,8,2,A,3,W,167.66,331.06,193.53,163.4,25.87,531.62,84.168
82A-3-I,8,2,A,3,I,166.32,291.54,187.18,125.22,20.86,500.29,83.341
82A-3-O,8,2,A,3,O,166.56,350.48,187.90,183.92,21.34,761.86,88.397
82A-3-N,8,2,A,3,N,165.91,295.02,184.94,129.11,19.03,578.46,85.261
82A-4-I,8,2,A,4,I,164.77,283.94,183.00,119.17,18.23,553.70,84.703
82A-4-S,8,2,A,4,S,166.44,262.00,184.65,95.56,18.21,424.77,80.944
82A-4-O,8,2,A,4,O,164.58,275.73,184.16,111.15,19.58,467.67,82.384
82A-4-W,8,2,A,4,W,165.80,281.72,187.41,115.92,21.61,436.42,81.358
82B-1-I,8,2,B,1,I,167.36,272.74,181.56,105.38,14.2,642.11,86.525
82B-1-S,8,2,B,1,S,165.85,296.34,183.88,130.49,18.03,623.74,86.183
82B-1-O,8,2,B,1,O,166.50,293.11,182.90,126.61,16.4,672.01,87.047
82B-1-E,8,2,B,1,E,167.07,287.38,180.43,120.31,13.36,800.52,88.895
82B-2-W,8,2,B,2,W,166.47,233.36,181.88,66.89,15.41,334.07,76.962
82B-2-I,8,2,B,2,I,165.01,294.25,183.63,129.24,18.62,594.09,85.593
82B-2-N,8,2,B,2,N,166.60,256.80,183.99,90.2,17.39,418.69,80.721
82B-2-O,8,2,B,2,O,164.36,259.87,183.39,95.51,19.03,401.89,80.075
82B-3-I,8,2,B,3,I,166.64,311.75,185.15,145.11,18.51,683.95,87.244
82B-3-O,8,2,B,3,O,166.27,300.95,184.50,134.68,18.23,638.78,86.464
82B-3-S,8,2,B,3,S,164.71,277.26,181.19,112.55,16.48,582.95,85.358
82B-3-W,8,2,B,3,W,166.95,241.27,181.88,74.32,14.93,397.79,79.911
82B-4-E,8,2,B,4,E,166.06,237.19,178.63,71.13,12.57,465.87,82.328
82B-4-I,8,2,B,4,I,165.22,260.30,179.90,95.08,14.68,547.68,84.560
82B-4-O,8,2,B,4,O,166.61,262.63,181.00,96.02,14.39,567.27,85.014
82B-4-N,8,2,B,4,N,166.37,276.78,182.88,110.41,16.51,568.75,85.047
82C-1-I,8,2,C,1,I,167.85,372.94,187.92,205.09,20.07,921.87,90.214
82C-1-N,8,2,C,1,N,167.59,436.60,202.05,269.01,34.46,680.64,87.190
82C-1-O,8,2,C,1,O,164.58,382.42,188.68,217.84,24.1,803.90,88.937
82C-1-E,8,2,C,1,E,168.96,348.22,185.78,179.26,16.82,965.76,90.617
82C-2-I,8,2,C,2,I,165.81,260.67,180.70,94.86,14.89,537.07,84.303
82C-2-O,8,2,C,2,O,165.48,190.28,174.94,24.8,9.46,162.16,61.855
82C-2-S,8,2,C,2,S,166.42,241.58,179.08,75.16,12.66,493.68,83.156
82C-2-W,8,2,C,2,W,164.77,225.08,177.96,60.31,13.19,357.24,78.130
82C-3-W,8,2,C,3,W,166.32,235.94,178.16,69.62,11.84,488.01,82.993
82C-3-I,8,2,C,3,I,167.72,266.75,184.20,99.03,16.48,500.91,83.359
82C-3-O,8,2,C,3,O,164.40,229.03,176.30,64.63,11.9,443.11,81.587
82C-3-N,8,2,C,3,N,165.92,236.98,176.14,71.06,10.22,595.30,85.618
82C-4-E,8,2,C,4,E,164.65,240.31,178.40,75.66,13.75,450.25,81.827
82C-4-I,8,2,C,4,I,168.22,260.07,182.77,91.85,14.55,531.27,84.159
82C-4-S,8,2,C,4,S,166.87,229.90,179.35,63.03,12.48,405.05,80.200
82C-4-O,8,2,C,4,O,166.57,192.53,179.70,25.96,13.13,97.72,49.422
