"SampleID","Block","Time","Chamber","Frag","Pos","xE","yN","mg.cm"
"84A-4.S","8","4","A","4","S",642115.2563918,6074293.29202233,3.84944249425154
"84A-4.E","8","4","A","4","E",642115.4813918,6074293.51702233,3.86458295649622
"84C-1.O","8","4","C","1","O",642116.34737316,6074294.18764714,2.6
"84C-1.I","8","4","C","1","I",642116.435761508,6074294.0992588,2.98333333333333
"84C-1.N","8","4","C","1","N",642116.435761508,6074294.18764714,2.87014948842652
"84C-1.W","8","4","C","1","W",642116.34737316,6074294.0992588,2.87014948836079
"84C-2.O","8","4","C","2","O",642116.279067334,6074293.58095297,3.95241340494191
"84C-2.I","8","4","C","2","I",642116.504067334,6074293.80595297,3.30320359864968
"84C-2.S","8","4","C","2","S",642116.504067334,6074293.58095297,3.03457620006416
"84C-2.W","8","4","C","2","W",642116.279067334,6074293.80595297,3.06780193322757
"84C-3.O","8","4","C","3","O",642116.954067334,6074294.25595297,3.94807813605332
"84C-3.I","8","4","C","3","I",642116.729067334,6074294.03095297,3.3033532895796
"84C-3.N","8","4","C","3","N",642116.729067334,6074294.25595297,3.06780193339264
"84C-3.E","8","4","C","3","E",642116.954067334,6074294.03095297,3.03457619973560
"84C-4.O","8","4","C","4","O",642116.954067334,6074293.58095297,2.31666666666667
"84C-4.I","8","4","C","4","I",642116.729067334,6074293.80595297,3.725
"84C-4.S","8","4","C","4","S",642116.729067334,6074293.58095297,3.18931925117335
"84C-4.E","8","4","C","4","E",642116.954067334,6074293.80595297,3.18931925104516
