"SampleID","Block","Time","Chamber","Frag","Pos","grow01","Prod01","notes01","grow12","Prod12","notes12","grow23","Prod23","notes23","mg.cm","mg.mm"
"34B-N.I","3","4","B","N","1",NA,NA,"",3.88,NA,"",3.23,NA,"",NA,NA
"34B-N.O","3","4","B","N","0",NA,NA,"loose knot",2.67,NA,"loose",-0.93,NA,"dry",NA,NA
"34B-S.I","3","4","B","S","1",NA,NA,"",1.33,NA,"",3.6,NA,"",NA,NA
"34B-S.O","3","4","B","S","0",NA,NA,"",0.69,NA,"curly",4.23,NA,"",NA,NA
"34B-W.I","3","4","B","W","1",NA,NA,"",2.4,NA,"broke, new",7.58,NA,"",NA,NA
"34B-W.O","3","4","B","W","0",NA,NA,"curly",2.43,NA,"",0.63,NA,"",NA,NA
"34C-1.I","3","4","C","1","1",4.18,1.1495,"",NA,NA,"broken, loose shoot",6.81,1.87275,"",2.75,0.275
"34C-1.O","3","4","C","1","0",0.9,0.2625,"",-0.2,-0.0583333333333333,"curly",3.73,1.08791666666667,"dry + curly",2.91666666666667,0.291666666666667
"34C-1.W","3","4","C","1","W",4.98,1.48700298692594,"wet",2.3,0.686768447777041,"",4.2,1.25409890463634,"",2.98594977294366,0.298594977294366
"34C-2.c","3","4","C","2","c",1.03,NA,"dry",0.59,NA,"",-1.24,NA,"dry + curly",NA,NA
"34C-2.c2","3","4","C","2","c2",NA,NA,"",6.37,NA,"",7.45,NA,"",NA,NA
"34C-2.I","3","4","C","2","1",7.76,2.66205867579373,"",25.88,4.43905145164573,"wiry, tip pointing down",1.57,0.538586613530432,"bent",3.43048798427027,0.343048798427027
"34C-2.O","3","4","C","2","0",0.17,0.0645816329241013,"15.64",-2.46,-0.934534217607583,"loose shoot, outside plot (disturbance)",1.08,0.410283315047232,"loose, dry + curly",3.79891958377066,0.379891958377066
"34C-2.S","3","4","C","2","S",NA,NA,"",4.87,1.56689895097903,"",2.44,0.785058201311876,"",3.2174516447208,0.32174516447208
"34C-3.c","3","4","C","3","c",12.3,NA,"wet",5.4,NA,"",5.57,NA,"",NA,NA
"34C-3.c2","3","4","C","3","c2",NA,NA,"",7.77,NA,"",4.06,NA,"",NA,NA
"34C-3.I","3","4","C","3","1",8.55,2.82075484850126,"",3.85,1.27016446394501,"",4.45,1.46811217261177,"",3.29912847777925,0.329912847777926
"34C-3.O","3","4","C","3","0",0.22,0.0852333259214211,"dry",0.83,0.321562093248998,"",-0.08,-0.0309939366986986,"",3.87424208733732,0.387424208733732
"34C-3.W","3","4","C","3","W",NA,NA,"",3.59,1.15601162483875,"loose shoot",7.76,2.49878835898293,"loose",3.22008809147284,0.322008809147284
"34C-4.I","3","4","C","4","1",7.52,3.2524,"",19.23,4.1584875,"long + thin, broke",3.93,1.699725,"",4.325,0.4325
"34C-4.N","3","4","C","4","N",0.38,0.125739641737925,"",-1.45,-0.479796001368399,"",0.91,0.301113352582926,"dry + curly",3.30893794047172,0.330893794047172
"34C-4.O","3","4","C","4","0",0.12,0.0316,"18.42",-2.11,-0.555633333333333,"",0.35,0.0921666666666666,"dry + curly",2.63333333333333,0.263333333333333
"34C-E.I","3","4","C","E","1",NA,NA,"",2.02,NA,"",5.35,NA,"",NA,NA
"34C-E.O","3","4","C","E","0",NA,NA,"",0.13,NA,"MIA (found outside 34C, NW?)",5.73,NA,"",NA,NA
"34C-N.I","3","4","C","N","1",NA,NA,"",3.5,NA,"",1.13,NA,"",NA,NA
"34C-N.O","3","4","C","N","0",NA,NA,"",0.57,NA,"",-2.5,NA,"dry + curly",NA,NA
"34C-S.I","3","4","C","S","1",NA,NA,"curly",3.45,NA,"",3.24,NA,"",NA,NA
"34C-S.O","3","4","C","S","0",NA,NA,"",2.88,NA,"",3.39,NA,"",NA,NA
"34C-W.I","3","4","C","W","1",NA,NA,"",3.29,NA,"curly",-1.56,NA,"curly",NA,NA
"34C-W.O","3","4","C","W","0",NA,NA,"",2.18,NA,"",2.57,NA,"",NA,NA
"43A-1.I","4","3","A","1","1",NA,NA,"",1.07,0.316155467606851,"",5.32,1.57191316604528,"",2.95472399632571,0.295472399632571
"43A-1.N","4","3","A","1","N",NA,NA,"",5.07,1.49808740280477,"",6.38,1.88516718538352,"",2.95480750060112,0.295480750060112
"43A-1.O","4","3","A","1","0",NA,NA,"",3.48,1.02817242220260,"",6.57,1.94111862467561,"",2.95451845460518,0.295451845460518
"43A-2.c","4","3","A","2","c",NA,NA,"",0.73,NA,"",6.42,NA,"",NA,NA
"43A-2.E","4","3","A","2","E",NA,NA,"",-3.44,-1.01740432548973,"",17.27,5.10772462244408,"",2.95757071363293,0.295757071363293
"43A-2.I","4","3","A","2","1",NA,NA,"",4.39,1.2977339904726,"",4.51,1.33320735695477,"",2.95611387351389,0.295611387351389
"43A-2.O","4","3","A","2","0",NA,NA,"",4.09,1.20956033181208,"curly",3,0.887208067343827,"",2.95736022447942,0.295736022447942
"43A-3.c","4","3","A","3","c",NA,NA,"",4.64,NA,"",5.32,NA,"",NA,NA
"43A-3.I","4","3","A","3","1",NA,NA,"curly",5.14,1.51871950571344,"",1.05,0.310244257003718,"",2.95470720955922,0.295470720955922
"43A-3.O","4","3","A","3","0",NA,NA,"",3.54,1.04554347996878,"",16.38,4.83785372934705,"",2.95351265527903,0.295351265527903
"43A-3.W","4","3","A","3","W",NA,NA,"",2.96,0.874330802316562,"",4.97,1.46804867821396,"",2.95382027809649,0.295382027809649
"43A-4.I","4","3","A","4","1",NA,NA,"",4.59,1.35691421783046,"",1.72,0.508473301670672,"",2.95624012599228,0.295624012599228
"43A-4.O","4","3","A","4","0",NA,NA,"",4.2,1.24244883900383,"",7.09,2.09737196869932,"",2.95821152143769,0.295821152143769
"43A-4.S","4","3","A","4","S",NA,NA,"",4.19,1.23874409058242,"curly",5.37,1.58760280821661,"",2.95642981045924,0.295642981045924
"43B-1.I","4","3","B","1","1",NA,NA,"",0.1,NA,"",5.34,NA,"",NA,NA
"43B-1.O","4","3","B","1","0",NA,NA,"",3.2,NA,"",0.52,NA,"",NA,NA
"43B-1.S","4","3","B","1","S",NA,NA,"",3.34,NA,"curly",5.84,NA,"",NA,NA
"43B-2.c","4","3","B","2","c",NA,NA,"",3.41,NA,"",5.8,NA,"",NA,NA
"43B-2.I","4","3","B","2","1",NA,NA,"",2.58,NA,"",6.67,NA,"",NA,NA
"43B-2.O","4","3","B","2","0",NA,NA,"curly",0.28,NA,"",-0.6,NA,"dry + curly",NA,NA
"43B-2.W","4","3","B","2","W",NA,NA,"",3.3,NA,"",0.85,NA,"",NA,NA
"43B-3.c","4","3","B","3","c",NA,NA,"",2.73,NA,"",1.41,NA,"",NA,NA
"43B-3.I","4","3","B","3","1",NA,NA,"",2.01,NA,"",1.98,NA,"",NA,NA
"43B-3.N","4","3","B","3","N",NA,NA,"dry",0.7,NA,"",-7.05,NA,"dry *(broken??)",NA,NA
"43B-3.O","4","3","B","3","0",NA,NA,"wet",2.48,NA,"",2.17,NA,"",NA,NA
"43B-4.E","4","3","B","4","E",NA,NA,"curly",1.77,NA,"",0.63,NA,"",NA,NA
"43B-4.I","4","3","B","4","1",NA,NA,"",4.42,NA,"",6.76,NA,"",NA,NA
"43B-4.O","4","3","B","4","0",NA,NA,"",1.65,NA,"",3.86,NA,"",NA,NA
"43C-1.I","4","3","C","1","1",NA,NA,"",2.39,0.887722334724816,"",5.97,2.21744867711596,"",3.71431939215404,0.371431939215404
"43C-1.O","4","3","C","1","0",NA,NA,"",1.61,0.678710619511546,"",1.89,0.796747248991815,"",4.2155939100096,0.42155939100096
"43C-1.S","4","3","C","1","S",NA,NA,"",2.66,1.11105286680017,"curly",6.18,2.58131831459588,"",4.17689047669236,0.417689047669236
"43C-2.c","4","3","C","2","c",NA,NA,"",6.49,NA,"",6.85,NA,"",NA,NA
"43C-2.E","4","3","C","2","E",NA,NA,"",2.19,0.915204783225864,"",1.5,0.626852591250592,"",4.17901727500394,0.417901727500394
"43C-2.I","4","3","C","2","1",NA,NA,"",3.62,1.33115961217545,"",5.05,1.85700443134972,"",3.67723649772222,0.367723649772222
"43C-2.O","4","3","C","2","0",NA,NA,"curled",-0.92,-0.375975424001958,"",1.02,0.416842317915214,"dry + curly",4.08668939132563,0.408668939132563
"43C-3.c","4","3","C","3","c",NA,NA,"",4.48,NA,"",3.92,NA,"",NA,NA
"43C-3.I","4","3","C","3","1",NA,NA,"",0.7,0.258666869168424,"",6.36,2.35017326844453,"",3.69524098812034,0.369524098812034
"43C-3.N","4","3","C","3","N",NA,NA,"",1.05,0.438542004911006,"curly",5.54,2.31383114972093,"",4.17659052296196,0.417659052296196
"43C-3.O","4","3","C","3","0",NA,NA,"curled",-0.39,-0.162630394596277,"",0.78,0.325260789192555,"dry + curly",4.17001011785327,0.417001011785327
"43C-4.I","4","3","C","4","1",NA,NA,"curly",2.68,0.99914049787586,"loose shoot",6.65,2.47921056375913,"",3.72813618610395,0.372813618610395
"43C-4.O","4","3","C","4","0",NA,NA,"",-1,-0.429859889300267,"dry + curly",-0.18,-0.0773747800740481,"dry + curly",4.29859889300267,0.429859889300267
"43C-4.W","4","3","C","4","W",NA,NA,"bent",-1.73,-0.722023406182744,"curly",3.54,1.47743517796931,"curly",4.17354570047829,0.417354570047829
"44A-1.E","4","4","A","1","E",2.98,1.00220277166743,"",3.29,1.10645876469323,"",6.9,2.32053661896149,"",3.36309654921956,0.336309654921956
"44A-1.I","4","4","A","1","1",7.94,2.67294467324696,"",5.06,1.70341310410952,"",7.23,2.4339282100221,"",3.36642905950498,0.336642905950498
"44A-1.O","4","4","A","1","0",7.34,2.46638644952087,"",4.29,1.44152559515593,"",8.83,2.96705617837457,"",3.36019952250800,0.336019952250800
"44A-2.c","4","4","A","2","c",5.87,NA,"",4.44,NA,"",6.31,NA,"",NA,NA
"44A-2.c2","4","4","A","2","c2",NA,NA,"",3.48,NA,"",2.24,NA,"",NA,NA
"44A-2.E","4","4","A","2","E",NA,NA,"curly",4.79,1.49226289196909,"curly",2.45,0.763265988585445,"",3.11537138198141,0.311537138198141
"44A-2.I","4","4","A","2","1",-1.1,-0.343027022672407,"broke (new length = t1.1)",-0.27,-0.0841975419286816,"",-1.52,-0.474000976783689,"broken",3.11842747884006,0.311842747884006
"44A-2.O","4","4","A","2","0",8.01,2.49740805599333,"",12.92,4.0282786621016,"broke",3.6,1.12243058696329,"broken",3.1178627415647,0.31178627415647
"44A-3.c","4","4","A","3","c",1.71,NA,"",0.74,NA,"broke",2.19,NA,"",NA,NA
"44A-3.c2","4","4","A","3","c2",NA,NA,"",5.37,NA,"curly",4.96,NA,"",NA,NA
"44A-3.I","4","4","A","3","1",7.95,2.47861597769157,"",0.34,0.106003702190583,"",7.31,2.27907959709753,"",3.11775594678185,0.311775594678185
"44A-3.O","4","4","A","3","0",17.6,5.19094680943148,"",6.47,1.90826283278532,"",9.99,2.94645219467162,"bent",2.94940159626789,0.294940159626789
"44A-3.W","4","4","A","3","W",NA,NA,"",2.7,0.838651888472632,"",3.83,1.18964323438896,"",3.10611810545419,0.310611810545419
"44A-4.I","4","4","A","4","1",7.19,2.24263839722889,"",0.1,0.031191076456591,"",5.53,1.72486652804948,"",3.1191076456591,0.31191076456591
"44A-4.O","4","4","A","4","0",6.22,1.94109351084602,"",5.9,1.84123017909831,"",1.28,0.399453326990821,"broke",3.12072911711579,0.312072911711579
"44A-4.S","4","4","A","4","S",9.8,3.05393145721713,"",3.16,0.984737082123075,"",5.21,1.62356968286748,"",3.11625658899707,0.311625658899707
"44A-E.I","4","4","A","E","1",NA,NA,"",1.45,NA,"curly",5.04,NA,"",NA,NA
"44A-E.O","4","4","A","E","0",NA,NA,"",3.41,NA,"",-0.51,NA,"",NA,NA
"44A-N.I","4","4","A","N","1",NA,NA,"curly",2.63,NA,"curly",4.11,NA,"",NA,NA
"44A-N.O","4","4","A","N","0",NA,NA,"",1.57,NA,"",4.6,NA,"",NA,NA
"44A-S.I","4","4","A","S","1",NA,NA,"",3.81,NA,"",7.6,NA,"",NA,NA
"44A-S.O","4","4","A","S","0",NA,NA,"",4.3,NA,"",3,NA,"",NA,NA
"44A-W.I","4","4","A","W","1",NA,NA,"",2.29,NA,"curly",5.96,NA,"",NA,NA
"44A-W.O","4","4","A","W","0",NA,NA,"",0.57,NA,"",3.28,NA,"",NA,NA
"44B-1.E","4","4","B","1","E",4.03,NA,"wet",-2.21,NA,"",-0.37,NA,"",NA,NA
"44B-1.I","4","4","B","1","1",6.13,NA,"",NA,NA,"broken, loose - new",5.5,NA,"",NA,NA
"44B-1.O","4","4","B","1","0",2.52,NA,"dry",1.7,NA,"dry",0.92,NA,"",NA,NA
"44B-2.c","4","4","B","2","c",7.88,NA,"wet",2.36,NA,"",5.08,NA,"",NA,NA
"44B-2.c2","4","4","B","2","c2",NA,NA,"",-1.68,NA,"broke, new",0.71,NA,"",NA,NA
"44B-2.I","4","4","B","2","1",6.65,NA,"",NA,NA,"Missing - new",2.74,NA,"",NA,NA
"44B-2.O","4","4","B","2","0",0.81,NA,"dry",1.65,NA,"",2.44,NA,"",NA,NA
"44B-2.W","4","4","B","2","W",NA,NA,"",1.54,NA,"",1.87,NA,"",NA,NA
"44B-3.c","4","4","B","3","c",1.86,NA,"dry",5.62,NA,"",0.41,NA,"",NA,NA
"44B-3.c2","4","4","B","3","c2",NA,NA,"",-0.38,NA,"",0.71,NA,"",NA,NA
"44B-3.I","4","4","B","3","1",7.49,NA,"",4.65,NA,"",8.88,NA,"",NA,NA
"44B-3.N","4","4","B","3","N",NA,NA,"",3.08,NA,"",3.28,NA,"",NA,NA
"44B-3.O","4","4","B","3","0",4.07,NA,"wet",0.37,NA,"curly",2.87,NA,"",NA,NA
"44B-4.I","4","4","B","4","1",8.03,NA,"",6.72,NA,"",0.36,NA,"",NA,NA
"44B-4.O","4","4","B","4","0",-0.28,NA,"wet; 22.89",4.3,NA,"",5.22,NA,"",NA,NA
"44B-4.S","4","4","B","4","S",2.79,NA,"wet + dry",2.67,NA,"broken?",2.06,NA,"curly",NA,NA
"44B-E.I","4","4","B","E","1",NA,NA,"",4.03,NA,"",9.05,NA,"",NA,NA
"44B-E.O","4","4","B","E","0",NA,NA,"curly",3.56,NA,"",7.4,NA,"",NA,NA
"44B-N.I","4","4","B","N","1",NA,NA,"",4.26,NA,"",3.33,NA,"",NA,NA
"44B-N.O","4","4","B","N","0",NA,NA,"",3.51,NA,"",4.17,NA,"",NA,NA
"44B-S.I","4","4","B","S","1",NA,NA,"curly",5.74,NA,"bent",6.18,NA,"curly",NA,NA
"44B-S.O","4","4","B","S","0",NA,NA,"",NA,NA,"MISSING - new bent",3.97,NA,"",NA,NA
"44B-W.I","4","4","B","W","1",NA,NA,"",0.84,NA,"",9.42,NA,"",NA,NA
"44B-W.O","4","4","B","W","0",NA,NA,"",2.8,NA,"",4.96,NA,"",NA,NA
"44C-1.I","4","4","C","1","1",9.58,3.4518050043366,"",14.41,5.19212005349586,"bent, loose, sparse & scraggly",4.77,0.859348114336408,"long + skinny",3.60313674774175,0.360313674774175
"44C-1.O","4","4","C","1","0",-0.65,-0.221173324559790,"dry",0.38,0.129301328204185,"",-0.49,-0.166730660052765,"dry + curly",3.40266653168908,0.340266653168908
"44C-1.S","4","4","C","1","S",-0.23,-0.0636388383308063,"dry",0.19,0.0525712142732748,"curly",4.09,1.13166455988260,"curly",2.76690601438288,0.276690601438288
"44C-2.c","4","4","C","2","c",9.2,NA,"wet",4.27,NA,"",4.52,NA,"",NA,NA
"44C-2.c2","4","4","C","2","c2",NA,NA,"",-0.52,NA,"",1.81,NA,"",NA,NA
"44C-2.E","4","4","C","2","E",NA,NA,"",4.46,1.46696146472211,"",4.67,1.53603364131216,"",3.28915126619307,0.328915126619307
"44C-2.I","4","4","C","2","1",7.6,2.73520454431748,"",5.14,1.84986202076209,"",4.73,1.70230493350286,"",3.59895334778616,0.359895334778616
"44C-2.O","4","4","C","2","0",-1.29,-0.440872702339874,"",0.84,0.287079899198057,"loose, outside chamber!",0.6,0.205057070855755,"dry + curly",3.41761784759592,0.341761784759592
"44C-3.c","4","4","C","3","c",7.75,NA,"wet",3.32,NA,"bent",6.04,NA,"",NA,NA
"44C-3.c2","4","4","C","3","c2",NA,NA,"",-0.49,NA,"curly",1.45,NA,"dry + curly",NA,NA
"44C-3.I","4","4","C","3","1",4.71,1.69834291234744,"",5.45,1.96517385823643,"",0.5,0.180291179654718,"",3.60582359309436,0.360582359309436
"44C-3.N","4","4","C","3","N",NA,NA,"",0.88,0.298978970970285,"",3.38,1.14835104759041,"",3.39748830648051,0.339748830648051
"44C-3.O","4","4","C","3","0",0.04,0.0135813039187719,"",0.1,0.0339532597969298,"",1.08,0.366695205806842,"dry + curly",3.39532597969298,0.339532597969298
"44C-4.E","4","4","C","4","E",3.33,1.09536455907339,"wet",3.94,1.29601692575049,"",5.36,1.76310932031032,"",3.28938306028044,0.328938306028044
"44C-4.I","4","4","C","4","1",4.48,1.61367218727385,"",6.35,2.28723624758683,"2 shoots (20.51)",3.62,1.30390475846682,"2 tips",3.60194684659343,0.360194684659343
"44C-4.O","4","4","C","4","0",0.54,0.183932991386734,"16.13",-0.43,-0.146465159807954,"curly",-0.25,-0.0851541626790433,"dry + curly",3.40616650716173,0.340616650716173
"44C-E.I","4","4","C","E","1",NA,NA,"",1.77,NA,"",3.63,NA,"",NA,NA
"44C-E.O","4","4","C","E","0",NA,NA,"",1.59,NA,"",5.23,NA,"",NA,NA
"44C-N.I","4","4","C","N","1",NA,NA,"",-0.11,NA,"",4.43,NA,"",NA,NA
"44C-N.O","4","4","C","N","0",NA,NA,"",NA,NA,"broken?",1.61,NA,"?",NA,NA
"44C-S.I","4","4","C","S","1",NA,NA,"",3.28,NA,"",2.97,NA,"",NA,NA
"44C-S.O","4","4","C","S","0",NA,NA,"",1.99,NA,"",3.63,NA,"",NA,NA
"44C-W.I","4","4","C","W","1",NA,NA,"",3.84,NA,"",3.45,NA,"",NA,NA
"44C-W.O","4","4","C","W","0",NA,NA,"",-0.46,NA,"",5.14,NA,"",NA,NA
"53A-1.I","5","3","A","1","1",NA,NA,"",2.66,1.04761666936718,"",5.43,2.13855583258038,"",3.93840853145557,0.393840853145557
"53A-1.O","5","3","A","1","0",NA,NA,"",3.6,1.41790312126916,"",9.92,3.90711082305279,"",3.93861978130322,0.393861978130322
"53A-1.W","5","3","A","1","W",NA,NA,"",4.65,1.83170716109753,"",4.5,1.77261983332019,"",3.93915518515599,0.393915518515599
"53A-2.c","5","3","A","2","c",NA,NA,"",4.34,NA,"",0.76,NA,"",NA,NA
"53A-2.E","5","3","A","2","E",NA,NA,"curly",1.54,0.605956809037574,"",3.66,1.44013111758280,"",3.93478447426996,0.393478447426996
"53A-2.I","5","3","A","2","1",NA,NA,"",-2.32,-0.913505959743979,"",-0.01,-0.00393752568855163,"",3.93752568855163,0.393752568855163
"53A-2.O","5","3","A","2","0",NA,NA,"",3.4,1.33843802851505,"",3.93,1.54707689766593,"",3.93658243680898,0.393658243680898
"53A-3.c","5","3","A","3","c",NA,NA,"",1.76,NA,"",2.49,NA,"",NA,NA
"53A-3.I","5","3","A","3","1",NA,NA,"",3.44,1.35398261973243,"",3.87,1.52323044719898,"",3.93599598759427,0.393599598759427
"53A-3.N","5","3","A","3","N",NA,NA,"",0.91,0.358066603359833,"curly",3.9,1.53457115725643,"",3.93479783911905,0.393479783911905
"53A-3.O","5","3","A","3","0",NA,NA,"",2.58,1.01456034836711,"",2.35,0.9241150459933,"",3.93240445103532,0.393240445103532
"53A-4.I","5","3","A","4","1",NA,NA,"",4.45,1.75323410807867,"",2.78,1.09527883605814,"",3.93985192826667,0.393985192826667
"53A-4.O","5","3","A","4","0",NA,NA,"curly",3.54,1.39479863323569,"bent",3.11,1.22537394049802,"",3.94010913343414,0.394010913343414
"53A-4.S","5","3","A","4","S",NA,NA,"",3.4,1.33958939732345,"",2.09,0.823453482472355,"",3.9399688156572,0.39399688156572
"53B-1.I","5","3","B","1","1",NA,NA,"",1.05,NA,"",5.31,NA,"",NA,NA
"53B-1.O","5","3","B","1","0",NA,NA,"",-0.06,NA,"curly",1.16,NA,"",NA,NA
"53B-1.S","5","3","B","1","S",NA,NA,"",3.96,NA,"curly",1.97,NA,"",NA,NA
"53B-2.c","5","3","B","2","c",NA,NA,"curly",-0.31,NA,"curly",0.06,NA,"dry + curly",NA,NA
"53B-2.E","5","3","B","2","E",NA,NA,"",3.49,NA,"",2.6,NA,"curly",NA,NA
"53B-2.I","5","3","B","2","1",NA,NA,"",1.5,NA,"",4.03,NA,"",NA,NA
"53B-2.O","5","3","B","2","0",NA,NA,"",3.32,NA,"",4.32,NA,"",NA,NA
"53B-3.c","5","3","B","3","c",NA,NA,"curly",0.33,NA,"",3.28,NA,"",NA,NA
"53B-3.I","5","3","B","3","1",NA,NA,"",4.55,NA,"",4.03,NA,"",NA,NA
"53B-3.O","5","3","B","3","0",NA,NA,"curled",0.59,NA,"",3.39,NA,"",NA,NA
"53B-3.W","5","3","B","3","W",NA,NA,"",2.44,NA,"curly",3.45,NA,"",NA,NA
"53B-4.I","5","3","B","4","1",NA,NA,"",-0.77,NA,"",5.5,NA,"",NA,NA
"53B-4.N","5","3","B","4","N",NA,NA,"",3.42,NA,"",5.2,NA,"",NA,NA
"53B-4.O","5","3","B","4","0",NA,NA,"",2.12,NA,"bent",6.19,NA,"",NA,NA
"53C-1.I","5","3","C","1","1",NA,NA,"",3.1,0.85023112117992,"",3.53,0.968166405730683,"",2.74268103606426,0.274268103606426
"53C-1.N","5","3","C","1","N",NA,NA,"",3.42,1.36772180583997,"",5.14,2.05558189532674,"",3.99918656678353,0.399918656678353
"53C-1.O","5","3","C","1","0",NA,NA,"",0.64,0.262823967136819,"",-0.19,-0.078025865243743,"",4.10662448651279,0.410662448651279
"53C-2.c","5","3","C","2","c",NA,NA,"",-0.61,NA,"curly + dry",2.44,NA,"",NA,NA
"53C-2.I","5","3","C","2","1",NA,NA,"",1.19,0.32648075880528,"",5.47,1.50071407618898,"",2.74353578827967,0.274353578827967
"53C-2.O","5","3","C","2","0",NA,NA,"",0.15,0.0615424895455424,"",-0.05,-0.0205141631818475,"dry",4.10283263636949,0.410283263636949
"53C-2.W","5","3","C","2","W",NA,NA,"",-2.12,-0.84785970305253,"",2.74,1.09581867281318,"dry",3.9993382219459,0.39993382219459
"53C-3.c","5","3","C","3","c",NA,NA,"",3.56,NA,"",5.82,NA,"",NA,NA
"53C-3.E","5","3","C","3","E",NA,NA,"",-0.48,-0.192040721382073,"mushroom!",-1.14,-0.456096713282424,"mushroom!  brown + curly",4.00084836212653,0.400084836212653
"53C-3.I","5","3","C","3","1",NA,NA,"",2.46,0.67560503126826,"loose",6.71,1.84280884545123,"",2.74636191572463,0.274636191572463
"53C-3.O","5","3","C","3","0",NA,NA,"",1.36,0.55948448263738,"",-1.33,-0.547142913167437,"dry",4.11385648998073,0.411385648998073
"53C-4.I","5","3","C","4","1",NA,NA,"",3.41,0.936497109158623,"",4.41,1.21112969248960,"",2.74632583330974,0.274632583330974
"53C-4.O","5","3","C","4","0",NA,NA,"curly",-1.69,-0.694414867932168,"",-1.35,-0.55471010160262,"",4.10896371557496,0.410896371557496
"53C-4.S","5","3","C","4","S",NA,NA,"curly",-1.03,-0.411854919559827,"dry + curly",2.46,0.98365349720114,"",3.99859145203715,0.399859145203715
"54A-1.I","5","4","A","1","1",6.69,1.97355,"",5.07,1.49565,"curly",4.69,1.38355,"",2.95,0.295
"54A-1.O","5","4","A","1","0",5.34,2.14935,"",3.67,1.477175,"",6.85,2.757125,"",4.025,0.4025
"54A-1.W","5","4","A","1","W",4.27,1.5318007444673,"",NA,NA,"broken",-0.07,-0.0251114876142180,"broken",3.58735537345972,0.358735537345972
"54A-2.c","5","4","A","2","c",7.53,NA,"",-0.82,NA,"",4.26,NA,"",NA,NA
"54A-2.c2","5","4","A","2","c2",NA,NA,"",5.43,NA,"loose",3.21,NA,"",NA,NA
"54A-2.I","5","4","A","2","1",1.5,0.556602931585887,"",6.78,2.51584525076821,"",4.14,1.53622409117705,"",3.71068621057258,0.371068621057258
"54A-2.O","5","4","A","2","0",6.33,2.42382039838489,"",3.7,1.41676705750775,"",4.17,1.59673476481279,"",3.82910015542636,0.382910015542636
"54A-2.W","5","4","A","2","W",NA,NA,"curly",2.58,0.979362589999352,"",5.15,1.9549292009677,"",3.79597903100524,0.379597903100524
"54A-3.c","5","4","A","3","c",5.4,NA,"",1.58,NA,"",5.06,NA,"",NA,NA
"54A-3.c2","5","4","A","3","c2",NA,NA,"loose",0,NA,"",4.49,NA,"",NA,NA
"54A-3.E","5","4","A","3","E",NA,NA,"curly",1.22,0.464241731433519,"",3.53,1.34325681308223,"broke",3.80526009371737,0.380526009371737
"54A-3.I","5","4","A","3","1",1.97,0.731005183299082,"",-0.84,-0.311697641609761,"",4.39,1.62899124603196,"broken - new tip",3.71068620964001,0.371068620964001
"54A-3.O","5","4","A","3","0",2.76,1.05683164289864,"",0.88,0.336960813677826,"",3.6,1.37847605595474,"",3.82910015542984,0.382910015542984
"54A-4.E","5","4","A","4","E",3.91,1.51476118059524,"",2.77,1.07311725581811,"",2.63,1.01888028259986,"",3.87406951558884,0.387406951558884
"54A-4.I","5","4","A","4","1",6.48,3.0294,"",3.84,1.7952,"",4.73,2.211275,"",4.675,0.4675
"54A-4.O","5","4","A","4","0",5.08,2.1336,"",-2.39,-1.0038,"curly",9.04,3.7968,"",4.2,0.42
"54A-E.I","5","4","A","E","1",NA,NA,"",-1.73,NA,"",5.96,NA,"",NA,NA
"54A-E.O","5","4","A","E","0",NA,NA,"",0.6,NA,"",3.64,NA,"",NA,NA
"54A-N.I","5","4","A","N","1",NA,NA,"",6,NA,"",2.18,NA,"",NA,NA
"54A-N.O","5","4","A","N","0",NA,NA,"curly",4.11,NA,"",0.26,NA,"",NA,NA
"54A-S.I","5","4","A","S","1",NA,NA,"",1.31,NA,"",3.49,NA,"",NA,NA
"54A-S.O","5","4","A","S","0",NA,NA,"",-1.09,NA,"curly",7.37,NA,"",NA,NA
"54A-W.I","5","4","A","W","1",NA,NA,"",3.61,NA,"",2.57,NA,"",NA,NA
"54A-W.O","5","4","A","W","0",NA,NA,"",5.91,NA,"",-3.26,NA,"bushy tip",NA,NA
"54B-1.I","5","4","B","1","1",6.21,NA,"",3.76,NA,"",3.93,NA,"",NA,NA
"54B-1.O","5","4","B","1","0",1.19,NA,"dry",-0.8,NA,"dry, curly",1.26,NA,"dry + curly",NA,NA
"54B-1.S","5","4","B","1","S",4.52,NA,"wet",4.31,NA,"",0.99,NA,"2 tips, curly",NA,NA
"54B-2.c","5","4","B","2","c",9.71,NA,"",1.87,NA,"",4.42,NA,"",NA,NA
"54B-2.c2","5","4","B","2","c2",NA,NA,"curly",0.75,NA,"",-0.87,NA,"dark brown (dead?)",NA,NA
"54B-2.I","5","4","B","2","1",6.6,NA,"",13.99,NA,"",1.34,NA,"",NA,NA
"54B-2.O","5","4","B","2","0",3.76,NA,"",4.19,NA,"",-1.78,NA,"broke",NA,NA
"54B-2.W","5","4","B","2","W",NA,NA,"curly",2.6,NA,"",1.27,NA,"dry + curly",NA,NA
"54B-3.c","5","4","B","3","c",7.24,NA,"",-0.63,NA,"",4.18,NA,"",NA,NA
"54B-3.c2","5","4","B","3","c2",NA,NA,"",0.18,NA,"",-0.29,NA,"dry",NA,NA
"54B-3.E","5","4","B","3","E",NA,NA,"curled",NA,NA,"missing, new",1.14,NA,"curly",NA,NA
"54B-3.I","5","4","B","3","1",6.53,NA,"",8.81,NA,"",5.28,NA,"",NA,NA
"54B-3.O","5","4","B","3","0",4.14,NA,"",-1.54,NA,"",-2.3,NA,"",NA,NA
